452.24713777240953,127.38348770141602,1355.930101896587,316.845357434503,1384.064064427426,187.2410273058661,480.38110030324833,0.0
336.8265525416324,454.3394291318696,1413.5125700298108,556.0818534061826,1442.5869911595394,258.91978612439385,365.90101703844573,157.1773618500808
364.77741924085115,640.8494915140086,1032.8482698139392,664.7240989948142,1037.7715614720394,531.6689632021148,369.70066753186677,507.7943557213093
1080.8477397717927,650.5956904970367,1413.5601870888158,669.8295593261719,1418.6466257195723,584.8518076929553,1085.9341784025494,565.6179388638201
397.8946934750206,748.5516388991783,885.3156160053454,748.5516388991783,885.3156160053454,825.3619837267646,397.8946934750206,825.3619837267646
849.9775133634869,867.4217676623115,1384.9568192331415,834.5620580212824,1393.311748303865,965.9357741783406,858.3324424342105,998.7954838193697
414.6882067228618,889.0857933307517,807.4169697008634,859.3967948124327,819.2033627158717,1009.9778705465383,426.47459973787005,1039.6668690648573
883.1718075400904,1051.175634976091,1404.0851729543585,1051.175634976091,1404.0851729543585,1038.2243736530172,883.1718075400904,1038.2243736530172
393.7736928839432,1109.839501742659,881.655607524671,1109.839501742659,881.655607524671,1120.9400592672414,393.7736928839432,1120.9400592672414
1062.9473684210527,748.551724137931,1237.7368421052631,748.551724137931,1237.7368421052631,808.6034482758621,1062.9473684210527,808.6034482758621
903.7894736842105,748.551724137931,1396.8947368421052,748.551724137931,1396.8947368421052,803.0172413793103,903.7894736842105,803.0172413793103
